,JEL,abstract,author,doi,journal,pdf_url,publication_date,title,url,year,index
5529,I12 O15," This paper evaluates an experiment in which individuals in rural Malawi
were randomly assigned monetary incentives to learn their HIV results after
being tested. Distance to the HIV results centers was also randomly assigned.
Without any incentive, 34 percent of the participants learned their HIV results.
However, even the smallest incentive doubled that share. Using the randomly
assigned incentives and distance from results centers as instruments for the
knowledge of HIV status, sexually active HIV-positive individuals who learned
their results are three times more likely to purchase condoms two months later
than sexually active HIV-positive individuals who did not learn their results;
however, HIV-positive individuals who learned their results purchase only two
additional condoms than those who did not. There is no significant effect of
learning HIV-negative status on the purchase of condoms. (JEL I12, O15)","Thornton, Rebecca L.",10.1257/aer.98.5.1829,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1829,2008/12,"The Demand for, and Impact of, Learning HIV Status",https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1829,2008.0,3034
5530,D14 D91 E21 R23," German reunification was a large, unexpected shock for East Germans.
Exploiting German reunification as a natural experiment, I analyze the validity
of the life-cycle consumption model. I derive three stylized features concerning
the saving behavior of East versus West Germans after reunification: (i)
East Germans have higher saving rates than West Germans; (ii) this East-West
gap is increasing in age at reunification; and (iii) for every cohort, this gap is
declining over time. I show that a comprehensive life-cycle model can replicate
these features. The precautionary saving motive is essential for the success of
the model. (JEL D14, D91, E21)","Fuchs-Schundeln, Nicola",10.1257/aer.98.5.1798,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1798,2008/12,The Response of Household Saving to the Large Shock of German Reunification,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1798,2008.0,3035
5531,N94 R12 R23," This paper exploits the division of Germany after the Second World War and
the reunification of East and West Germany in 1990 as a natural experiment
to provide evidence for the importance of market access for economic development.
In line with a standard new economic geography model, we find that,
following division, cities in West Germany close to the East-West German border
experienced a substantial decline in population growth relative to other
West German cities. We show that the model can account for the quantitative
magnitude of our findings and provide additional evidence against alternative
possible explanations. (JEL F15, N94, R12, R23)","Redding, Stephen J. Sturm, Daniel M.",10.1257/aer.98.5.1766,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1766,2008/12,The Costs of Remoteness: Evidence from German Division and Reunification,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1766,2008.0,3036
5532,D72 N46 O13 O15 O17," Many employment relationships concede rents to workers. Depending on the
political institutions, the presence of such rents allows employers to use the
threat of withdrawing them to control their workers' political behavior, such
as their votes in the absence of secret ballot. We examine the effects of the
introduction of the secret ballot in Chile in 1958 on voting behavior. Before the
reforms, localities with more pervasive patron-client relationships tended to
exhibit a much stronger support for the right-wing parties, traditionally associated
with the landed oligarchy. After the reform, however, this difference across
localities completely disappeared. (JEL D72, N46, O13, O15, O17)","Baland, Jean-Marie Robinson, James A.",10.1257/aer.98.5.1737,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.1737,2008/12,Land and Power: Theory and Evidence from Chile,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.1737,2008.0,3037
5533,," The front matter for the December 2008 issue contains the table of contents as well as information on Oliver E. Williamson, Distinguished Fellow, 2007.",,10.1257/aer.98.5.i,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.5.i,2008/12,Front Matter,https://www.aeaweb.org/articles?id=10.1257/aer.98.5.i,2008.0,3038
5534,Y90,,"Blank, Rebecca",10.1257/aer.98.2.629,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.629,2008/05,Report of the Search Committee for the Editor of the Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.629,2008.0,3039
5535,Y90,,"Abraham, Katharine",10.1257/aer.98.2.628,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.628,2008/05,Report of the Committee on Economic Statistics,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.628,2008.0,3040
5536,Y90,,"Rouse, Cecilia",10.1257/aer.98.2.619,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.619,2008/05,Report on the Committee on the Status of Minority Groups in the Economics Profession,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.619,2008.0,3041
5537,Y90,,"Lynch, Lisa M.",10.1257/aer.98.2.611,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.611,2008/05,Report of the Committee on the Status of Women in the Economics Profession 2007,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.611,2008.0,3042
5538,Y90,,"Watts, Michael",10.1257/aer.98.2.608,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.608,2008/05,Report of the Committee on Economic Education,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.608,2008.0,3043
5539,Y90,,"Siegfried, John J.",10.1257/aer.98.2.605,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.605,2008/05,Report of the Director: Job Openings for Economists,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.605,2008.0,3044
5540,Y90,,"Postlewaite, Andrew",10.1257/aer.98.2.603,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.603,2008/05,Report of the Editor: American Economic Journal: Microeconomics,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.603,2008.0,3045
5541,Y90,,"Blanchard, Olivier",10.1257/aer.98.2.601,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.601,2008/05,Report of the Editor: American Economic Journal: Macroeconomics,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.601,2008.0,3046
5542,Y90,,"Auerbach, Alan J.",10.1257/aer.98.2.599,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.599,2008/05,Report of the Editor: American Economic Journal: Economic Policy,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.599,2008.0,3047
5543,Y90,,"Duflo, Esther",10.1257/aer.98.2.596,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.596,2008/05,Report of the Editor: American Economic Journal: Applied Economics,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.596,2008.0,3048
5544,Y90,,"Shleifer, Andrei",10.1257/aer.98.2.594,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.594,2008/05,Report of the Editor: Journal of Economic Perspectives,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.594,2008.0,3049
5545,Y90,,"Gordon, Roger",10.1257/aer.98.2.591,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.591,2008/05,Report of the Editor: Journal of Economic Literature,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.591,2008.0,3050
5546,Y90,,"Moffitt, Robert A.",10.1257/aer.98.2.581,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.581,2008/05,Report of the Editor: American Economic Review,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.581,2008.0,3051
5547,Y90,,"Siegfried, John J.",10.1257/aer.98.2.577,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.577,2008/05,Report of the Treasurer,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.577,2008.0,3052
5548,Y90,,"Siegfried, John J.",10.1257/aer.98.2.573,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.573,2008/05,Report of the Secretary for 2007,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.573,2008.0,3053
5549,Y90,,"Siegfried, John J.",10.1257/aer.98.2.563,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.563,2008/05,Minutes of the Executive Committee Meetings,https://www.aeaweb.org/articles?id=10.1257/aer.98.2.563,2008.0,3054
5550,Y90,,"Siegfried, John J.",10.1257/aer.98.2.561,American Economic Review,https://pubs.aeaweb.org/doi/pdfplus/10.1257/aer.98.2.561,2008/05,"Minutes of the Annual Meeting: New Orleans, LA, January 5, 2008",https://www.aeaweb.org/articles?id=10.1257/aer.98.2.561,2008.0,3055
