"","doi","author","title","citation","checked"
"2063","10.1257/aer.91.3.559","Young, H. Peyton Burke, Mary A.","Competition and Custom in Economic Contracts: A Case Study of Illinois Agriculture","60",1
"2064","10.1257/aer.91.3.542","Moldovanu, Benny Sela, Aner","The Optimal Allocation of Prizes in Contests","198",1
"2065","10.1257/aer.91.3.525","Che, Yeon-Koo Yoo, Seung-Weon","Optimal Incentives for Teams","152",1
"2066","10.1257/aer.91.3.509","Schlee, Edward E.","The Value of Information in Efficient Risk-Sharing Arrangements","33",1
"2067","10.1257/aer.91.3.485","Kranton, Rachel E. Minehart, Deborah F.","A Theory of Buyer-Seller Networks","148",1
"2068","10.1257/aer.91.3.475","Conlisk, John","Costly Predation and the Distribution of Competence","6",1
"2069","10.1257/aer.91.3.454","Baye, Michael R. Morgan, John","Information Gatekeepers on the Internet and the Competitiveness of Homogeneous Product Markets","193",1
"2070","10.1257/aer.91.3.428","Chipty, Tasneem","Vertical Integration, Market Foreclosure, and Consumer Welfare in the Cable Television Industry","79",1
"2071","10.1257/aer.91.3.399","Haile, Philip A.","Auctions with Resale Markets: An Application to U.S. Forest Service Timber Sales","59",1
"2072","10.1257/aer.91.3.379","Genesove, David Mullin, Wallace P.","Rules, Communication, and Collusion: Narrative Evidence from the Sugar Institute Case","85",1
"2073","10.1257/aer.91.3.351","McFadden, Daniel","Economic Choices","288",1
"2074","10.1257/aer.91.3.i","","Front Matter","0",1
"2075","10.1257/aer.91.2.508","Taylor, John","Report of the Search Committee for the Editor of the AER",NA,1
"2076","10.1257/aer.91.2.502","Allen, Beth","Report of the Committee on the Status of Women in the Economics Profession","3",1
"2077","10.1257/aer.91.2.497","Darity Jr., William Conrad, Cecilia A.","Report of the Committee on the Status of Minority Groups in the Economics Profession","0",1
"2078","10.1257/aer.91.2.495","Walstad, William B.","Report of the Committee on Economic Education","0",1
"2079","10.1257/aer.91.2.492","Siegfried, John J.","Report of the Director: Job Openings for Economists","0",1
"2080","10.1257/aer.91.2.489","Krueger, Alan B.","Report of the Editor: Journal of Economic Perspectives","0",1
"2081","10.1257/aer.91.2.486","McMillan, John","Report of the Editor: Journal of Economic Literature","0",1
"2082","10.1257/aer.91.2.477","Ashenfelter, Orley","Report of the Editor: American Economic Review","2",1
"2083","10.1257/aer.91.2.476","Siegfried, John J.","Report of the Finance Committee","0",1
"2084","10.1257/aer.91.2.475","Siegfried, John J.","Report of the Treasurer for the Year Ending December 31, 2000",NA,1
"2085","10.1257/aer.91.2.472","Siegfried, John J.","Report of the Secretary for 2000",NA,1
"2086","10.1257/aer.91.2.462","Siegfried, John J.","Minutes of the Executive Committee Meetings","0",1
"2087","10.1257/aer.91.2.461","Siegfried, John J.","Minutes of the Annual Meeting","0",1
"2088","10.1257/aer.91.2.452","Walstad, William B. Rebeck, Ken","Assessing the Economic Understanding of U.S. High School Students","15",1
"2089","10.1257/aer.91.2.446","Becker, William E. Watts, Michael","Teaching Economics at the Start of the 21st Century: Still Chalk-and-Talk","59",1
"2090","10.1257/aer.91.2.440","Salemi, Michael K. Siegfried, John J. Sosin, Kim Walstad, William B. Watts, Michael","Research in Economic Education: Five New Initiatives","11",1
"2091","10.1257/aer.91.2.436","Santos, Tano Scheinkman, Jose A.","Financial Intermediation without Exclusivity","1",1
"2092","10.1257/aer.91.2.431","Glaeser, Edward L. Shleifer, Andrei","A Reason for Quantity Regulation","26",1
"2093","10.1257/aer.91.2.426","Kaplan, Steven N. Stromberg, Per","Venture Capitals As Principals: Contracting, Screening, and Monitoring","131",1
"2094","10.1257/aer.91.2.422","Diamond, Douglas W. Rajan, Raghuram G.","Banks and Liquidity","20",1
"2095","10.1257/aer.91.2.418","Cagetti, Marco","Interest Elasticity in a Life-Cycle Model with Precautionary Savings","6",1
"2096","10.1257/aer.91.2.413","Storesletten, Kjetil Telmer, Chris I. Yaron, Amir","How Important Are Idiosyncratic Shocks? Evidence from Labor Supply","15",1
"2097","10.1257/aer.91.2.406","Gourinchas, Pierre-Olivier Parker, Jonathan A.","The Empirical Importance of Precautionary Saving","29",1
"2098","10.1257/aer.91.2.400","Goldberg, Linda Tracy, Joseph","Gender Differences in the Labor-Market Effects of the Dollar","1",1
"2099","10.1257/aer.91.2.396","Dominguez, Kathryn M. E. Tesar, Linda L.","A Reexamination of Exchange-Rate Exposure","44",1
"2100","10.1257/aer.91.2.391","Allayannis, George Ihrig, Jane Weston, James P.","Exchange-Rate Hedging: Financial versus Operational Strategies","66",1
"2101","10.1257/aer.91.2.386","Rose, Andrew K. van Wincoop, Eric","National Money as a Barrier to International Trade: The Real Case for Currency Union","217",1
"2102","10.1257/aer.91.2.381","Alesina, Alberto Barro, Robert J.","Dollarization","30",1
"2103","10.1257/aer.91.2.376","Broda, Christian","Coping with Terms-of-Trade Shocks: Pegs versus Floats","27",1
"2104","10.1257/aer.91.2.371","Kose, M. Ayhan Yi, Kei-Mu","International Trade and Business Cycles: Is Vertical Specialization the Missing Link?","49",1
"2105","10.1257/aer.91.2.367","Dominguez, Kathryn M. E. Tesar, Linda L.","Trade and Exposure","19",1
"2106","10.1257/aer.91.2.363","Jones, Ronald W. Marjit, Sugata","The Role of International Fragmentation in the Development Process","18",1
"2107","10.1257/aer.91.2.358","Bond, Eric W.","Commercial Policy in a ""Fragmented"" World","4",1
"2108","10.1257/aer.91.2.353","Skaperdas, Stergios Syropoulos, Constantinos","Guns, Butter, and Openness: On the Relationship between Security and Trade","39",1
"2109","10.1257/aer.91.2.347","Grossman, Herschel I.","The Creation of Effective Property Rights","41",1
"2110","10.1257/aer.91.2.342","Hirshleifer, Jack","Appeasement: Can It Work?","7",1
"2111","10.1257/aer.91.2.336","Jovanovic, Boyan Rousseau, Peter L.","Why Wait? A Century of Life before IPO","43",1
"2112","10.1257/aer.91.2.328","Caselli, Francesco Coleman, Wilbur John","Cross-Country Technology Diffusion: The Case of Computers","155",1
"2113","10.1257/aer.91.2.323","de la Fuente, Angel Domenech, Rafael","Schooling Data, Technological Diffusion, and the Neoclassical Model","33",1
"2114","10.1257/aer.91.2.318","Fraumeni, Barbara M.","E-Commerce: Measurement and Measurement Issues","25",1
"2115","10.1257/aer.91.2.313","Litan, Robert E. Rivlin, Alice M.","Projecting the Economic Impact of the Internet","52",1
"2116","10.1257/aer.91.2.308","Baily, Martin Neil Lawrence, Robert Z.","Do We Have a New E-conomy?","48",1
"2117","10.1257/aer.91.2.302","Hausman, Jerry A. Sidak, J. Gregory Singer, HalJ.","Cable Modems and DSL: Broadband Internet Access for Residential Customers","28",1
"2118","10.1257/aer.91.2.297","Armstrong, Mark","Access Pricing, Bypass, and Universal Service","33",1
"2119","10.1257/aer.91.2.292","Besen, Stanley Milgrom, Paul Mitchell, Bridger Srinagesh, Padmanabhan","Advances in Routing Technologies and Internet Peering Agreements","20",1
"2120","10.1257/aer.91.2.287","Laffont, Jean-Jacques Marcus, Scott Rey, Patrick Tirole, Jean","Internet Peering","18",1
"2121","10.1257/aer.91.2.281","Cutler, David M. McClellan, Mark","Productivity Change in Health Care","11",1
"2122","10.1257/aer.91.2.274","Bils, Mark Klenow, Peter J.","The Acceleration of Variety Growth","33",1
"2123","10.1257/aer.91.2.268","Berndt, Ernst R. Rappaport, Neal J.","Price and Quality of Desktop and Mobile Personal Computers: A Quarter-Century Historical Overview","47",1
"2124","10.1257/aer.91.2.263","Taylor, John B.","The Role of the Exchange Rate in Monetary-Policy Rules","137",1
"2125","10.1257/aer.91.2.258","McCallum, Bennett T.","Should Monetary Policy Respond Strongly to Output Gaps?","47",1
"2126","10.1257/aer.91.2.253","Bernanke, Ben S. Gertler, Mark","Should Central Banks Respond to Movements in Asset Prices?","236",1
"2127","10.1257/aer.91.2.248","Clarida, Richard Gali, Jordi Gertler, Mark","Optimal Monetary Policy in Open versus Closed Economies: An Integrated Approach","140",1
"2128","10.1257/aer.91.2.243","Rogoff, Kenneth","Why Not a Global Currency?","23",1
"2129","10.1257/aer.91.2.238","Dornbusch, Rudi","Fewer Monies, Better Monies","43",1
"2130","10.1257/aer.91.2.232","Woodford, Michael","The Taylor Rule and Optimal Monetary Policy","143",1
"2131","10.1257/aer.91.2.226","Meyer, Laurence H. Swanson, Eric T. Wieland, Volker W.","NAIRU Uncertainty and Nonlinear Policy Rules","16",1
"2132","10.1257/aer.91.2.219","Alvarez, Fernando Lucas, Robert E. Weber, Warren E.","Interest Rates and Inflation","59",1
"2133","10.1257/aer.91.2.212","Baker, George Gibbons, Robert Murphy, Kevin J.","Bringing the Market inside the Firm?","45",1
"2134","10.1257/aer.91.2.206","Rajan, Raghuram G. Zingales, Luigi","The Influence of the Financial Revolution on the Nature of Firms","32",1
"2135","10.1257/aer.91.2.200","Athey, Susan Roberts, John","Organizational Design: Decision Rights and Incentive Contracts","38",1
"2136","10.1257/aer.91.2.195","Mullainathan, Sendhil Scharfstein, David","Do Firm Boundaries Matter?","27",1
"2137","10.1257/aer.91.2.189","Baker, George Hubbard, Thomas N.","Empirical Strategies in Contract Economics: Information and the Boundary of the Firm","9",1
"2138","10.1257/aer.91.2.184","Whinston, Michael D.","Assessing the Property Rights and Transaction-Cost Theories of Firm Scope","36",1
"2139","10.1257/aer.91.2.178","Mason, Patrick L.","Annual Income and Identity Formation among Persons of Mexican Descent","6",1
"2140","10.1257/aer.91.2.174","Chung, Chanjin Myers, Samuel L. Saunders, Lisa","Racial Differences in Transportation Access to Employment in Chicago and Los Angeles, 1980 and 1990","8",1
"2141","10.1257/aer.91.2.169","Agesa, Jacqueline Agesa, Richard U. Hoover, Gary A.","Market Structure and Racial Earnings: Evidence from Job-Changers","1",1
"2142","10.1257/aer.91.2.164","Peoples, James Talley, Wayne K.","Black-White Earnings Differentials: Privatization versus Deregulation","7",1
"2143","10.1257/aer.91.2.159","Carnevale, Anthony P. Fry, Richard A. Lowell, B. Lindsay","Understanding, Speaking, Reading, Writing, and Earnings in the Immigrant Labor Market","13",1
"2144","10.1257/aer.91.2.155","Bowles, Samuel Gintis, Herbert Osborne, Melissa","Incentive-Enhancing Preferences: Personality, Behavior, and Earnings","99",1
"2145","10.1257/aer.91.2.150","Dunifon, Rachel Duncan, Greg J. Brooks-Gunn, Jeanne","As Ye Sweep, So Shall Ye Reap","18",1
"2146","10.1257/aer.91.2.145","Heckman, James J. Rubinstein, Yona","The Importance of Noncognitive Skills: Lessons from the GED Testing Program","285",1
"2147","10.1257/aer.91.2.140","Aughinbaugh, Alison","Signals of Child Achievement as Determinants of Child Support","3",1
"2148","10.1257/aer.91.2.135","Powers, Elizabeth T.","New Estimates of the Impact of Child Disability on Maternal Employment","40",1
"2149","10.1257/aer.91.2.130","Del Boca, Daniela Ribero, Rocio","The Effect of Child-Support Policies on Visitations and Transfers","12",1
"2150","10.1257/aer.91.2.125","Argys, Laura M. Peters, H. Elizabeth","Interactions between Unmarried Fathers and Their Children: The Role of Paternity Establishment and Child-Support Policies","13",1
"2151","10.1257/aer.91.2.119","Ichimura, Hidehiko Taber, Christopher","Propensity-Score Matching with Instrumental Variables","10",1
"2152","10.1257/aer.91.2.112","Smith, Jeffrey A. Todd, Petra E.","Reconciling Conflicting Evidence on the Performance of Propensity-Score Matching Methods","87",1
"2153","10.1257/aer.91.2.107","Heckman, James J. Vytlacil, Edward","Policy-Relevant Treatment Effects","54",1
"2154","10.1257/aer.91.2.103","Manski, Charles F.","Designing Programs for Heterogeneous Populations: The Value of Covariate Information","8",1
"2155","10.1257/aer.91.2.97","Card, David Lemieux, Thomas","Going to College to Avoid the Draft: The Unintended Legacy of the Vietnam War","61",1
"2156","10.1257/aer.91.2.91","Dee, Thomas S. Evans, William N.","Behavior Policies and Teen Traffic Safety","19",1
"2157","10.1257/aer.91.2.85","Gruber, Jonathan","Youth Smoking in the 1990's: Why Did It Rise and What Are the Long-Run Implications?","22",1
"2158","10.1257/aer.91.2.79","Levitt, Steven D. Venkatesh, Sudhir Alladi","Growing Up in the Projects: The Economic Lives of a Cohort of Men Who Came of Age in Chicago Public Housing","26",1
"2159","10.1257/aer.91.2.73","Henrich, Joseph Boyd, Robert Bowles, Samuel Camerer, Colin Fehr, Ernst Gintis, Herbert McElreath, Richard","In Search of Homo Economicus: Behavioral Experiments in 15 Small-Scale Societies","742",1
"2160","10.1257/aer.91.2.67","Bertrand, Marianne Mullainathan, Sendhil","Do People Mean What They Say? Implications for Subjective Survey Data","382",1
"2161","10.1257/aer.91.2.60","Hansen, LarsPeter Sargent, Thomas J.","Robust Control and Model Uncertainty","237",1
"2162","10.1257/aer.91.2.55","Chamberlain, Gary","Minimax Estimation and Forecasting in a Stationary Autoregression Model","4",1
"2163","10.1257/aer.91.2.51","Sims, Christopher A.","Pitfalls of a Minimax Approach to Model Uncertainty","33",1
"2164","10.1257/aer.91.2.45","Epstein, Larry G.","Sharing Ambiguity","14",1
"2165","10.1257/aer.91.2.39","Lamoreaux, Naomi R. Sokoloff, Kenneth L.","Market Trade in Patents and the Rise of a Class of Specialized Inventors in the 19th-Century United States","34",1
"2166","10.1257/aer.91.2.34","Ohanian, Lee E.","Why Did Productivity Fall So Much during the Great Depression?","25",1
"2167","10.1257/aer.91.2.29","Findlay, Ronald Jones, Ronald W.","Input Trade and the Location of Production","9",1
"2168","10.1257/aer.91.2.24","Hanushek, Eric A.","Black-White Achievement Differences and Governmental Interventions","7",1
"2169","10.1257/aer.91.2.18","Goldin, Claudia Katz, Lawrence F.","The Legacy of U.S. Educational Leadership: Notes on Distribution and Economic Growth in the 20th Century","26",1
"2170","10.1257/aer.91.2.12","Barro, Robert J.","Human Capital and Growth","246",1
"2171","10.1257/aer.91.2.1","Hall, Robert E.","Struggling to Understand the Stock Market","36",1
"2172","10.1257/aer.91.2.i","","Front Matter","0",1
"2173","10.1257/aer.91.1.335","Di Tella, Rafael MacCulloch, Robert J. Oswald, Andrew J.","Preferences over Inflation and Unemployment: Evidence from Surveys of Happiness","446",1
"2174","10.1257/aer.91.1.320","DeWenter, Kathryn L. Malatesta, Paul H.","State-Owned and Privately Owned Firms: An Empirical Analysis of Profitability, Leverage, and Labor Intensity","213",1
"2175","10.1257/aer.91.1.342","Leuven, Edwin Oosterbeek, Hessel","Firm-Specific Human Capital as a Shared Investment: Comment","8",1
"2176","10.1257/aer.91.1.305","Maki, Dean M.","Household Debt and the Tax Reform Act of 1986","14",1
"2177","10.1257/aer.91.1.295","Grubb, Farley","The Market Evaluation of Criminality: Evidence from the Auction of British Convict Labor in America, 1767-1775","6",1
"2178","10.1257/aer.91.1.287","Steckel, Richard H. Prince, Joseph M.","Tallest in the World: Native Americans of the Great Plains in the Nineteenth Century","43",1
